VRM,Unused1,CAPMan,CAPMod,CAPDer,RegisteredDate,CAPID,Mileage,Unused2,Unused3,Unused4,Unused5,Unused6,Unused7,Unused8,Unused9,Monthly_Clean,Unused10,Unused11,Monthly_Retail,Unused12,Unused13,Unused14,Database,Unused16,Unused17,Unused18,Unused19,Unused20,Live_Clean,Unused21,Unused22,Live_Retail
EJ21FHU,,HYUNDAI,IONIQ HATCHBACK,1.6 GDi Hybrid Premium 5dr DCT,10/05/2021,91060,39975,,,,,,,,,12600,,,14595,,,,CAR,,,,,,12600,,,14595
EJ21HKF,,HYUNDAI,IONIQ HATCHBACK,1.6 GDi Hybrid Premium 5dr DCT,12/05/2021,91060,40851,,,,,,,,,12550,,,14550,,,,CAR,,,,,,12550,,,14550
EA21YPF,,HYUNDAI,IONIQ HATCHBACK,1.6 GDi Hybrid Premium 5dr DCT,30/04/2021,91060,39082,,,,,,,,,12600,,,14595,,,,CAR,,,,,,12600,,,14595
EN21OKD,,HYUNDAI,IONIQ HATCHBACK,1.6 GDi Hybrid Premium 5dr DCT,30/06/2021,91060,34806,,,,,,,,,13000,,,14995,,,,CAR,,,,,,13000,,,15000
EN21OHA,,HYUNDAI,IONIQ HATCHBACK,1.6 GDi Hybrid Premium 5dr DCT,30/06/2021,91060,40614,,,,,,,,,12550,,,14550,,,,CAR,,,,,,12550,,,14550
EK21DKE,,HYUNDAI,IONIQ HATCHBACK,1.6 GDi Hybrid Premium 5dr DCT,22/03/2021,91060,45879,,,,,,,,,12200,,,14195,,,,CAR,,,,,,12200,,,14200
EN21OKE,,HYUNDAI,IONIQ HATCHBACK,1.6 GDi Hybrid Premium 5dr DCT,30/06/2021,91060,43322,,,,,,,,,12350,,,14295,,,,CAR,,,,,,12350,,,14300
EN21OLG,,HYUNDAI,IONIQ HATCHBACK,1.6 GDi Hybrid Premium 5dr DCT,30/06/2021,91060,38409,,,,,,,,,12700,,,14695,,,,CAR,,,,,,12700,,,14700
EO21YMF,,HYUNDAI,IONIQ HATCHBACK,1.6 GDi Hybrid Premium 5dr DCT,17/03/2021,91060,46390,,,,,,,,,12100,,,14095,,,,CAR,,,,,,12100,,,14100
EK21KYF,,HYUNDAI,IONIQ HATCHBACK,1.6 GDi Hybrid Premium 5dr DCT,30/04/2021,91060,49801,,,,,,,,,11900,,,13895,,,,CAR,,,,,,11900,,,13900
EJ21HHR,,HYUNDAI,IONIQ HATCHBACK,1.6 GDi Hybrid Premium 5dr DCT,12/05/2021,91060,45469,,,,,,,,,12200,,,14195,,,,CAR,,,,,,12200,,,14200
EK21FMZ,,HYUNDAI,IONIQ HATCHBACK,1.6 GDi Hybrid Premium 5dr DCT,27/03/2021,91060,49689,,,,,,,,,11900,,,13895,,,,CAR,,,,,,11900,,,13900
EN21OLJ,,HYUNDAI,IONIQ HATCHBACK,1.6 GDi Hybrid Premium 5dr DCT,30/06/2021,91060,34973,,,,,,,,,13000,,,14995,,,,CAR,,,,,,13000,,,15000
EJ21FHK,,HYUNDAI,IONIQ HATCHBACK,1.6 GDi Hybrid Premium 5dr DCT,10/05/2021,91060,34214,,,,,,,,,13000,,,14995,,,,CAR,,,,,,13000,,,15000
EN21OKP,,HYUNDAI,IONIQ HATCHBACK,1.6 GDi Hybrid Premium 5dr DCT,30/06/2021,91060,39952,,,,,,,,,12600,,,14595,,,,CAR,,,,,,12600,,,14595
EA21OHP,,HYUNDAI,IONIQ HATCHBACK,1.6 GDi Hybrid Premium 5dr DCT,30/04/2021,91060,41927,,,,,,,,,12450,,,14450,,,,CAR,,,,,,12450,,,14450
EA21YUL,,HYUNDAI,IONIQ HATCHBACK,1.6 GDi Hybrid Premium 5dr DCT,30/04/2021,91060,46170,,,,,,,,,12100,,,14095,,,,CAR,,,,,,12100,,,14100
EA21OHV,,HYUNDAI,IONIQ HATCHBACK,1.6 GDi Hybrid Premium 5dr DCT,30/04/2021,91060,50716,,,,,,,,,11850,,,13850,,,,CAR,,,,,,11850,,,13850
EJ21HJO,,HYUNDAI,IONIQ HATCHBACK,1.6 GDi Hybrid Premium 5dr DCT,12/05/2021,91060,41047,,,,,,,,,12450,,,14450,,,,CAR,,,,,,12450,,,14450
EJ21HJK,,HYUNDAI,IONIQ HATCHBACK,1.6 GDi Hybrid Premium 5dr DCT,12/05/2021,91060,37954,,,,,,,,,12750,,,14750,,,,CAR,,,,,,12750,,,14750
EN21OJO,,HYUNDAI,IONIQ HATCHBACK,1.6 GDi Hybrid Premium 5dr DCT,30/06/2021,91060,35314,,,,,,,,,12950,,,14950,,,,CAR,,,,,,12950,,,14950
EN21OGF,,HYUNDAI,IONIQ HATCHBACK,1.6 GDi Hybrid Premium 5dr DCT,30/06/2021,91060,47981,,,,,,,,,12050,,,14095,,,,CAR,,,,,,12050,,,14050
EN21OGL,,HYUNDAI,IONIQ HATCHBACK,1.6 GDi Hybrid Premium 5dr DCT,30/06/2021,91060,34728,,,,,,,,,13000,,,14995,,,,CAR,,,,,,13000,,,15000
EO21YLV,,HYUNDAI,IONIQ HATCHBACK,1.6 GDi Hybrid Premium 5dr DCT,17/03/2021,91060,43474,,,,,,,,,12350,,,14295,,,,CAR,,,,,,12350,,,14300
EK21DKA,,HYUNDAI,IONIQ HATCHBACK,1.6 GDi Hybrid Premium 5dr DCT,22/03/2021,91060,48969,,,,,,,,,12000,,,13995,,,,CAR,,,,,,12000,,,14000
EO21YJP,,HYUNDAI,IONIQ HATCHBACK,1.6 GDi Hybrid Premium 5dr DCT,17/03/2021,91060,40721,,,,,,,,,12550,,,14550,,,,CAR,,,,,,12550,,,14550
EO21XGK,,HYUNDAI,IONIQ HATCHBACK,1.6 GDi Hybrid Premium 5dr DCT,16/03/2021,91060,33261,,,,,,,,,13100,,,15095,,,,CAR,,,,,,13100,,,15100
EA21ONX,,HYUNDAI,IONIQ HATCHBACK,1.6 GDi Hybrid Premium 5dr DCT,30/04/2021,91060,37560,,,,,,,,,12750,,,14750,,,,CAR,,,,,,12750,,,14750
EO21YKV,,HYUNDAI,IONIQ HATCHBACK,1.6 GDi Hybrid Premium 5dr DCT,17/03/2021,91060,46122,,,,,,,,,12100,,,14095,,,,CAR,,,,,,12100,,,14100
EN21OLC,,HYUNDAI,IONIQ HATCHBACK,1.6 GDi Hybrid Premium 5dr DCT,30/06/2021,91060,34320,,,,,,,,,13000,,,14995,,,,CAR,,,,,,13000,,,15000
EO21XCU,,HYUNDAI,IONIQ HATCHBACK,1.6 GDi Hybrid Premium 5dr DCT,16/03/2021,91060,39119,,,,,,,,,12600,,,14595,,,,CAR,,,,,,12600,,,14595
EO21XDX,,HYUNDAI,IONIQ HATCHBACK,1.6 GDi Hybrid Premium 5dr DCT,16/03/2021,91060,39886,,,,,,,,,12600,,,14595,,,,CAR,,,,,,12600,,,14595
EO21XFC,,HYUNDAI,IONIQ HATCHBACK,1.6 GDi Hybrid Premium 5dr DCT,16/03/2021,91060,41901,,,,,,,,,12450,,,14450,,,,CAR,,,,,,12450,,,14450
EK21DJD,,HYUNDAI,IONIQ HATCHBACK,1.6 GDi Hybrid Premium 5dr DCT,22/03/2021,91060,46174,,,,,,,,,12100,,,14095,,,,CAR,,,,,,12100,,,14100
EO21XDP,,HYUNDAI,IONIQ HATCHBACK,1.6 GDi Hybrid Premium 5dr DCT,16/03/2021,91060,49525,,,,,,,,,11900,,,13895,,,,CAR,,,,,,11900,,,13900
EK21DGV,,HYUNDAI,IONIQ HATCHBACK,1.6 GDi Hybrid Premium 5dr DCT,22/03/2021,91060,47612,,,,,,,,,12050,,,14095,,,,CAR,,,,,,12050,,,14050
EO21YNL,,HYUNDAI,IONIQ HATCHBACK,1.6 GDi Hybrid Premium 5dr DCT,17/03/2021,91060,52080,,,,,,,,,11700,,,13695,,,,CAR,,,,,,11700,,,13700
EO21YJU,,HYUNDAI,IONIQ HATCHBACK,1.6 GDi Hybrid Premium 5dr DCT,17/03/2021,91060,42330,,,,,,,,,12400,,,14395,,,,CAR,,,,,,12400,,,14400
EO21YLB,,HYUNDAI,IONIQ HATCHBACK,1.6 GDi Hybrid Premium 5dr DCT,17/03/2021,91060,46764,,,,,,,,,12100,,,14095,,,,CAR,,,,,,12100,,,14100
EJ21FJA,,HYUNDAI,IONIQ HATCHBACK,1.6 GDi Hybrid Premium 5dr DCT,10/05/2021,91060,42825,,,,,,,,,12400,,,14395,,,,CAR,,,,,,12400,,,14400
EA21YVW,,HYUNDAI,IONIQ HATCHBACK,1.6 GDi Hybrid Premium 5dr DCT,30/04/2021,91060,47347,,,,,,,,,12050,,,14095,,,,CAR,,,,,,12050,,,14050
EN21OFZ,,HYUNDAI,IONIQ HATCHBACK,1.6 GDi Hybrid Premium 5dr DCT,30/06/2021,91060,40695,,,,,,,,,12550,,,14550,,,,CAR,,,,,,12550,,,14550
EO21XJU,,HYUNDAI,IONIQ HATCHBACK,1.6 GDi Hybrid Premium 5dr DCT,16/03/2021,91060,50805,,,,,,,,,11850,,,13850,,,,CAR,,,,,,11850,,,13850
EF70YOT,,HYUNDAI,IONIQ HATCHBACK,1.6 GDi Hybrid Premium 5dr DCT,27/01/2021,91060,41916,,,,,,,,,12300,,,14295,,,,CAR,,,,,,12300,,,14300
EF70YPK,,HYUNDAI,IONIQ HATCHBACK,1.6 GDi Hybrid Premium 5dr DCT,27/01/2021,91060,44753,,,,,,,,,12100,,,14095,,,,CAR,,,,,,12100,,,14100
EF70YYL,,HYUNDAI,IONIQ HATCHBACK,1.6 GDi Hybrid Premium 5dr DCT,27/01/2021,91060,41754,,,,,,,,,12300,,,14295,,,,CAR,,,,,,12300,,,14300
EF70YLE,,HYUNDAI,IONIQ HATCHBACK,1.6 GDi Hybrid Premium 5dr DCT,27/01/2021,91060,41635,,,,,,,,,12300,,,14295,,,,CAR,,,,,,12300,,,14300
EF70ZDS,,HYUNDAI,IONIQ HATCHBACK,1.6 GDi Hybrid Premium 5dr DCT,27/01/2021,91060,42666,,,,,,,,,12250,,,14250,,,,CAR,,,,,,12250,,,14250
EF70YPO,,HYUNDAI,IONIQ HATCHBACK,1.6 GDi Hybrid Premium 5dr DCT,27/01/2021,91060,43645,,,,,,,,,12150,,,14150,,,,CAR,,,,,,12150,,,14150
EF70YPE,,HYUNDAI,IONIQ HATCHBACK,1.6 GDi Hybrid Premium 5dr DCT,27/01/2021,91060,42418,,,,,,,,,12250,,,14250,,,,CAR,,,,,,12250,,,14250
EF70YWV,,HYUNDAI,IONIQ HATCHBACK,1.6 GDi Hybrid Premium 5dr DCT,27/01/2021,91060,39328,,,,,,,,,12450,,,14450,,,,CAR,,,,,,12450,,,14450
EF70YOR,,HYUNDAI,IONIQ HATCHBACK,1.6 GDi Hybrid Premium 5dr DCT,27/01/2021,91060,44600,,,,,,,,,12100,,,14095,,,,CAR,,,,,,12100,,,14100
EF70YWE,,HYUNDAI,IONIQ HATCHBACK,1.6 GDi Hybrid Premium 5dr DCT,27/01/2021,91060,37360,,,,,,,,,12600,,,14595,,,,CAR,,,,,,12600,,,14600
EF70YOC,,HYUNDAI,IONIQ HATCHBACK,1.6 GDi Hybrid Premium 5dr DCT,27/01/2021,91060,50467,,,,,,,,,11650,,,13650,,,,CAR,,,,,,11650,,,13650
EF70YWX,,HYUNDAI,IONIQ HATCHBACK,1.6 GDi Hybrid Premium 5dr DCT,27/01/2021,91060,38650,,,,,,,,,12550,,,14550,,,,CAR,,,,,,12550,,,14550
EA21OLJ,,HYUNDAI,IONIQ HATCHBACK,1.6 GDi Hybrid Premium SE 5dr DCT,30/04/2021,91061,45494,,,,,,,,,13550,,,15550,,,,CAR,,,,,,13550,,,15550
EK21FOV,,HYUNDAI,IONIQ HATCHBACK,1.6 GDi Hybrid Premium SE 5dr DCT,27/03/2021,91061,49040,,,,,,,,,13250,,,15250,,,,CAR,,,,,,13250,,,15250
EA21OXP,,HYUNDAI,IONIQ HATCHBACK,1.6 GDi Hybrid Premium SE 5dr DCT,30/04/2021,91061,41356,,,,,,,,,13850,,,15850,,,,CAR,,,,,,13850,,,15850
EA21ORG,,HYUNDAI,IONIQ HATCHBACK,1.6 GDi Hybrid Premium SE 5dr DCT,30/04/2021,91061,45403,,,,,,,,,13550,,,15550,,,,CAR,,,,,,13550,,,15550
EA21OKV,,HYUNDAI,IONIQ HATCHBACK,1.6 GDi Hybrid Premium SE 5dr DCT,30/04/2021,91061,43199,,,,,,,,,13700,,,15695,,,,CAR,,,,,,13700,,,15700
EA21OTF,,HYUNDAI,IONIQ HATCHBACK,1.6 GDi Hybrid Premium SE 5dr DCT,30/04/2021,91061,45334,,,,,,,,,13550,,,15550,,,,CAR,,,,,,13550,,,15550
EA21PFV,,HYUNDAI,IONIQ HATCHBACK,1.6 GDi Hybrid Premium SE 5dr DCT,30/04/2021,91061,42087,,,,,,,,,13750,,,15750,,,,CAR,,,,,,13750,,,15750
EA21OPZ,,HYUNDAI,IONIQ HATCHBACK,1.6 GDi Hybrid Premium SE 5dr DCT,30/04/2021,91061,43739,,,,,,,,,13700,,,15695,,,,CAR,,,,,,13700,,,15700
EA21ONH,,HYUNDAI,IONIQ HATCHBACK,1.6 GDi Hybrid Premium SE 5dr DCT,30/04/2021,91061,40739,,,,,,,,,13900,,,15895,,,,CAR,,,,,,13900,,,15900
EA21OMF,,HYUNDAI,IONIQ HATCHBACK,1.6 GDi Hybrid Premium SE 5dr DCT,30/04/2021,91061,41738,,,,,,,,,13850,,,15850,,,,CAR,,,,,,13850,,,15850
EA21OSD,,HYUNDAI,IONIQ HATCHBACK,1.6 GDi Hybrid Premium SE 5dr DCT,30/04/2021,91061,38835,,,,,,,,,14100,,,16095,,,,CAR,,,,,,14100,,,16100
EA21OPD,,HYUNDAI,IONIQ HATCHBACK,1.6 GDi Hybrid Premium SE 5dr DCT,30/04/2021,91061,43154,,,,,,,,,13700,,,15695,,,,CAR,,,,,,13700,,,15700
EA21OKH,,HYUNDAI,IONIQ HATCHBACK,1.6 GDi Hybrid Premium SE 5dr DCT,30/04/2021,91061,39521,,,,,,,,,14000,,,15995,,,,CAR,,,,,,14000,,,15995
EA21OXR,,HYUNDAI,IONIQ HATCHBACK,1.6 GDi Hybrid Premium SE 5dr DCT,30/04/2021,91061,43895,,,,,,,,,13700,,,15695,,,,CAR,,,,,,13700,,,15700
EN70CZX,,HYUNDAI,IONIQ HATCHBACK,1.6 GDi Hybrid Premium SE 5dr DCT,29/01/2021,91061,53742,,,,,,,,,12700,,,14695,,,,CAR,,,,,,12700,,,14700
EN70DHA,,HYUNDAI,IONIQ HATCHBACK,1.6 GDi Hybrid Premium SE 5dr DCT,29/01/2021,91061,43852,,,,,,,,,13500,,,15495,,,,CAR,,,,,,13500,,,15500
EN70EEO,,HYUNDAI,IONIQ HATCHBACK,1.6 GDi Hybrid Premium SE 5dr DCT,30/01/2021,91061,43270,,,,,,,,,13500,,,15495,,,,CAR,,,,,,13500,,,15500
EN70ECC,,HYUNDAI,IONIQ HATCHBACK,1.6 GDi Hybrid Premium SE 5dr DCT,30/01/2021,91061,62592,,,,,,,,,12000,,,13995,,,,CAR,,,,,,12000,,,14000
EN70DHY,,HYUNDAI,IONIQ HATCHBACK,1.6 GDi Hybrid Premium SE 5dr DCT,29/01/2021,91061,44370,,,,,,,,,13400,,,15395,,,,CAR,,,,,,13400,,,15400
EN70EFF,,HYUNDAI,IONIQ HATCHBACK,1.6 GDi Hybrid Premium SE 5dr DCT,30/01/2021,91061,40386,,,,,,,,,13700,,,15695,,,,CAR,,,,,,13700,,,15700
EN70DPK,,HYUNDAI,IONIQ HATCHBACK,1.6 GDi Hybrid Premium SE 5dr DCT,29/01/2021,91061,38427,,,,,,,,,13900,,,15895,,,,CAR,,,,,,13900,,,15900
EN70EBG,,HYUNDAI,IONIQ HATCHBACK,1.6 GDi Hybrid Premium SE 5dr DCT,30/01/2021,91061,37978,,,,,,,,,14000,,,15995,,,,CAR,,,,,,14000,,,16000
EN70DLF,,HYUNDAI,IONIQ HATCHBACK,1.6 GDi Hybrid Premium SE 5dr DCT,29/01/2021,91061,39224,,,,,,,,,13800,,,15795,,,,CAR,,,,,,13800,,,15795
EN70EHP,,HYUNDAI,IONIQ HATCHBACK,1.6 GDi Hybrid Premium SE 5dr DCT,30/01/2021,91061,44705,,,,,,,,,13400,,,15395,,,,CAR,,,,,,13400,,,15400
EN70EHS,,HYUNDAI,IONIQ HATCHBACK,1.6 GDi Hybrid Premium SE 5dr DCT,30/01/2021,91061,44837,,,,,,,,,13400,,,15395,,,,CAR,,,,,,13400,,,15400
EN70DGV,,HYUNDAI,IONIQ HATCHBACK,1.6 GDi Hybrid Premium SE 5dr DCT,29/01/2021,91061,46985,,,,,,,,,13250,,,15250,,,,CAR,,,,,,13250,,,15250
OV71FFA,,HYUNDAI,IONIQ HATCHBACK,1.6 GDi Hybrid Premium SE 5dr DCT,30/09/2021,91061,45855,,,,,,,,,13750,,,15750,,,,CAR,,,,,,13750,,,15750
EF70YKY,,HYUNDAI,IONIQ HATCHBACK,1.6 GDi Hybrid Premium 5dr DCT,27/01/2021,91060,63546,,,,,,,,,10750,,,12750,,,,CAR,,,,,,10750,,,12750
EF70YLU,,HYUNDAI,IONIQ HATCHBACK,1.6 GDi Hybrid Premium 5dr DCT,27/01/2021,91060,72378,,,,,,,,,10200,,,12195,,,,CAR,,,,,,10200,,,12200
EX69WYK,,HYUNDAI,I40 DIESEL TOURER,1.6 CRDi [136] SE Nav 5dr,12/09/2019,87252,61635,,,,,,,,,8025,,,10295,,,,CAR,,,,,,8025,,,10300
EF70FRC,,HYUNDAI,TUCSON DIESEL ESTATE,1.6 CRDi 48V MHD SE Nav 5dr 2WD,31/12/2020,89360,62202,,,,,,,,,10900,,,12995,,,,CAR,,,,,,10900,,,13000
EN70ABO,,HYUNDAI,TUCSON DIESEL ESTATE,1.6 CRDi 48V MHD SE Nav 5dr 2WD,28/01/2021,89360,87739,,,,,,,,,9725,,,11795,,,,CAR,,,,,,9725,,,11800
MF70RCX,,HYUNDAI,TUCSON ESTATE,1.6 GDi SE Nav 5dr 2WD,21/09/2020,86126,43966,,,,,,,,,11150,,,13250,,,,CAR,,,,,,11350,,,13450
ST70CWJ,,HYUNDAI,TUCSON ESTATE,1.6 GDi SE Nav 5dr 2WD,07/10/2020,86126,31545,,,,,,,,,11850,,,13950,,,,CAR,,,,,,12050,,,14150
SD21EHW,,HYUNDAI,TUCSON ESTATE,1.6 GDi SE Nav 5dr 2WD,24/03/2021,86126,45944,,,,,,,,,11400,,,13495,,,,CAR,,,,,,11650,,,13750
EX70VKL,,HYUNDAI,TUCSON ESTATE,1.6 TGDi 177 SE Nav 5dr 2WD DCT,14/12/2020,86128,11918,,,,,,,,,15550,,,17650,,,,CAR,,,,,,15850,,,17950
EK21FWR,,HYUNDAI,TUCSON ESTATE,1.6 TGDi 177 SE Nav 5dr 2WD DCT,23/03/2021,86128,49327,,,,,,,,,13250,,,15350,,,,CAR,,,,,,13500,,,15600
EF70GCV,,HYUNDAI,TUCSON DIESEL ESTATE,1.6 CRDi 48V MHD SE Nav 5dr 2WD,31/12/2020,89360,48715,,,,,,,,,11700,,,13795,,,,CAR,,,,,,11700,,,13800
EX70ULJ,,HYUNDAI,TUCSON DIESEL ESTATE,1.6 CRDi 48V MHD SE Nav 5dr 2WD,14/10/2020,89360,47646,,,,,,,,,11750,,,13850,,,,CAR,,,,,,11750,,,13850
EX70VMP,,HYUNDAI,TUCSON DIESEL ESTATE,1.6 CRDi 48V MHD SE Nav 5dr 2WD,22/10/2020,89360,45293,,,,,,,,,11900,,,13995,,,,CAR,,,,,,11900,,,14000
EX70UCP,,HYUNDAI,TUCSON DIESEL ESTATE,1.6 CRDi 48V MHD SE Nav 5dr 2WD,15/10/2020,89360,45850,,,,,,,,,11900,,,13995,,,,CAR,,,,,,11900,,,14000
EX70YPN,,HYUNDAI,TUCSON DIESEL ESTATE,1.6 CRDi 48V MHD SE Nav 5dr 2WD,17/12/2020,89360,42008,,,,,,,,,12050,,,14150,,,,CAR,,,,,,12050,,,14150
EF70FWV,,HYUNDAI,TUCSON DIESEL ESTATE,1.6 CRDi 48V MHD SE Nav 5dr 2WD,31/12/2020,89360,38539,,,,,,,,,12300,,,14395,,,,CAR,,,,,,12300,,,14400
EX70YTD,,HYUNDAI,TUCSON DIESEL ESTATE,1.6 CRDi 48V MHD SE Nav 5dr 2WD,11/12/2020,89360,40375,,,,,,,,,12200,,,14295,,,,CAR,,,,,,12200,,,14300
EX70YRD,,HYUNDAI,TUCSON DIESEL ESTATE,1.6 CRDi 48V MHD SE Nav 5dr 2WD,01/09/2020,89360,42410,,,,,,,,,12050,,,14150,,,,CAR,,,,,,12050,,,14150
EX70TYW,,HYUNDAI,TUCSON DIESEL ESTATE,1.6 CRDi 48V MHD SE Nav 5dr 2WD,15/12/2020,89360,36971,,,,,,,,,12450,,,14550,,,,CAR,,,,,,12450,,,14550
EX70UGR,,HYUNDAI,TUCSON DIESEL ESTATE,1.6 CRDi 48V MHD SE Nav 5dr 2WD,02/11/2020,89360,35626,,,,,,,,,12500,,,14595,,,,CAR,,,,,,12500,,,14600
EX70UEY,,HYUNDAI,TUCSON DIESEL ESTATE,1.6 CRDi 48V MHD SE Nav 5dr 2WD,21/10/2020,89360,35740,,,,,,,,,12500,,,14595,,,,CAR,,,,,,12500,,,14600
EX70UCC,,HYUNDAI,TUCSON DIESEL ESTATE,1.6 CRDi 48V MHD SE Nav 5dr 2WD,15/12/2020,89360,37887,,,,,,,,,12400,,,14495,,,,CAR,,,,,,12400,,,14500
EX70TGJ,,HYUNDAI,TUCSON DIESEL ESTATE,1.6 CRDi 48V MHD SE Nav 5dr 2WD,20/10/2020,89360,41096,,,,,,,,,12150,,,14250,,,,CAR,,,,,,12150,,,14250
EF70FRX,,HYUNDAI,TUCSON DIESEL ESTATE,1.6 CRDi 48V MHD SE Nav 5dr 2WD,31/12/2020,89360,50020,,,,,,,,,11600,,,13695,,,,CAR,,,,,,11600,,,13700
EX70UDB,,HYUNDAI,TUCSON DIESEL ESTATE,1.6 CRDi 48V MHD SE Nav 5dr 2WD,15/12/2020,89360,36805,,,,,,,,,12450,,,14550,,,,CAR,,,,,,12450,,,14550
EX70TXJ,,HYUNDAI,TUCSON DIESEL ESTATE,1.6 CRDi 48V MHD SE Nav 5dr 2WD,16/10/2020,89360,40129,,,,,,,,,12200,,,14295,,,,CAR,,,,,,12200,,,14300
EX70TNJ,,HYUNDAI,TUCSON DIESEL ESTATE,1.6 CRDi 48V MHD SE Nav 5dr 2WD,01/09/2020,89360,48070,,,,,,,,,11700,,,13795,,,,CAR,,,,,,11700,,,13800
EF70FLG,,HYUNDAI,TUCSON DIESEL ESTATE,1.6 CRDi 48V MHD SE Nav 5dr 2WD,31/12/2020,89360,43904,,,,,,,,,12000,,,14095,,,,CAR,,,,,,12000,,,14100
EF70FYH,,HYUNDAI,TUCSON DIESEL ESTATE,1.6 CRDi 48V MHD SE Nav 5dr 2WD,31/12/2020,89360,29010,,,,,,,,,12900,,,14995,,,,CAR,,,,,,12900,,,15000
EX70YSW,,HYUNDAI,TUCSON DIESEL ESTATE,1.6 CRDi 48V MHD SE Nav 5dr 2WD,11/12/2020,89360,35906,,,,,,,,,12500,,,14595,,,,CAR,,,,,,12500,,,14600
EF70FLJ,,HYUNDAI,TUCSON DIESEL ESTATE,1.6 CRDi 48V MHD SE Nav 5dr 2WD,31/12/2020,89360,29995,,,,,,,,,12900,,,14995,,,,CAR,,,,,,12900,,,15000
EF70FNO,,HYUNDAI,TUCSON DIESEL ESTATE,1.6 CRDi 48V MHD SE Nav 5dr 2WD,31/12/2020,89360,24723,,,,,,,,,13250,,,15350,,,,CAR,,,,,,13250,,,15350
EF70FZN,,HYUNDAI,TUCSON DIESEL ESTATE,1.6 CRDi 48V MHD SE Nav 5dr 2WD,31/12/2020,89360,22447,,,,,,,,,13350,,,15450,,,,CAR,,,,,,13350,,,15450
EN70BJE,,HYUNDAI,TUCSON DIESEL ESTATE,1.6 CRDi 48V MHD SE Nav 5dr 2WD,29/01/2021,89360,35779,,,,,,,,,12650,,,14750,,,,CAR,,,,,,12650,,,14750
EX70UHO,,HYUNDAI,TUCSON DIESEL ESTATE,1.6 CRDi 48V MHD SE Nav 5dr 2WD,27/01/2021,89360,49140,,,,,,,,,11800,,,13895,,,,CAR,,,,,,11800,,,13900
EN70CEF,,HYUNDAI,TUCSON DIESEL ESTATE,1.6 CRDi 48V MHD SE Nav 5dr 2WD,29/01/2021,89360,43095,,,,,,,,,12150,,,14250,,,,CAR,,,,,,12150,,,14250
EN70BFE,,HYUNDAI,TUCSON DIESEL ESTATE,1.6 CRDi 48V MHD SE Nav 5dr 2WD,29/01/2021,89360,36013,,,,,,,,,12600,,,14695,,,,CAR,,,,,,12600,,,14700
EN70BNX,,HYUNDAI,TUCSON DIESEL ESTATE,1.6 CRDi 48V MHD SE Nav 5dr 2WD,29/01/2021,89360,31790,,,,,,,,,12900,,,14995,,,,CAR,,,,,,12900,,,15000
EN70BJY,,HYUNDAI,TUCSON DIESEL ESTATE,1.6 CRDi 48V MHD SE Nav 5dr 2WD,29/01/2021,89360,35218,,,,,,,,,12650,,,14750,,,,CAR,,,,,,12650,,,14750
EN70AAX,,HYUNDAI,TUCSON DIESEL ESTATE,1.6 CRDi 48V MHD SE Nav 5dr 2WD,28/01/2021,89360,46450,,,,,,,,,11950,,,14095,,,,CAR,,,,,,11950,,,14050
EX70YSN,,HYUNDAI,TUCSON DIESEL ESTATE,1.6 CRDi 48V MHD SE Nav 5dr 2WD,27/01/2021,89360,1,,,,,,,,,15100,,,17195,,,,CAR,,,,,,15100,,,17195
EN70AEL,,HYUNDAI,TUCSON DIESEL ESTATE,1.6 CRDi 48V MHD SE Nav 5dr 2WD,28/01/2021,89360,44250,,,,,,,,,12100,,,14195,,,,CAR,,,,,,12100,,,14200
EN70CAO,,HYUNDAI,TUCSON DIESEL ESTATE,1.6 CRDi 48V MHD SE Nav 5dr 2WD,29/01/2021,89360,34889,,,,,,,,,12750,,,14795,,,,CAR,,,,,,12750,,,14800
EN70AKF,,HYUNDAI,TUCSON DIESEL ESTATE,1.6 CRDi 48V MHD SE Nav 5dr 2WD,28/01/2021,89360,43140,,,,,,,,,12150,,,14250,,,,CAR,,,,,,12150,,,14250
EN70CDX,,HYUNDAI,TUCSON DIESEL ESTATE,1.6 CRDi 48V MHD SE Nav 5dr 2WD,29/01/2021,89360,43942,,,,,,,,,12150,,,14250,,,,CAR,,,,,,12150,,,14250
EN70ABU,,HYUNDAI,TUCSON DIESEL ESTATE,1.6 CRDi 48V MHD SE Nav 5dr 2WD,28/01/2021,89360,43409,,,,,,,,,12150,,,14250,,,,CAR,,,,,,12150,,,14250
EN70BFU,,HYUNDAI,TUCSON DIESEL ESTATE,1.6 CRDi 48V MHD SE Nav 5dr 2WD,29/01/2021,89360,34523,,,,,,,,,12750,,,14795,,,,CAR,,,,,,12750,,,14800
AU21VPJ,,HYUNDAI,TUCSON ESTATE,1.6 GDi Premium 5dr 2WD,05/03/2021,86129,42830,,,,,,,,,13650,,,15750,,,,CAR,,,,,,13900,,,16000
EU21RZL,,JEEP,RENEGADE HATCHBACK,1.3 Turbo 4xe PHEV 190 Limited 5dr Auto,30/04/2021,94033,40299,,,,,,,,,16450,,,18550,,,,CAR,,,,,,16100,,,18200
SH20NZC,,JEEP,RENEGADE HATCHBACK,1.0 T3 GSE Longitude 5dr,28/08/2020,86271,45643,,,,,,,,,9875,,,11950,,,,CAR,,,,,,9875,,,11950
RX20NPN,,JEEP,RENEGADE HATCHBACK,1.0 T3 GSE Limited 5dr,31/07/2020,86269,34921,,,,,,,,,11500,,,13595,,,,CAR,,,,,,11450,,,13550
